sample_id,waste_type,data_source,paper_ref_no,cement_kg_m3,water_cement_ratio,curing_days,rac_%,rcwtb_%,ceramic_%,plastic_%,total_replacement_%,compressive_strength_mpa,flexural_strength_mpa,split_tensile_strength_mpa,chloride_penetration_mm,marine_durability_score,co2_emission_kg_m3,cost_usd_m3
8207,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.52,28.0,50.0,0.0,0.0,0.0,50.0,41.0,4.93,3.69,22.23,5.2,275.6,46.7
8208,RAC,real,See Table 3 (compiled sources),380.0,0.5,28.0,100.0,0.0,0.0,0.0,100.0,68.5,7.96,6.0,22.58,5.4,221.7,49.6
8209,RAC,real,See Table 3 (compiled sources),340.0,0.57,28.0,1.0,0.0,0.0,0.0,1.0,38.5,4.42,3.5,22.18,5.1,279.5,54.2
8210,RAC,real,See Table 3 (compiled sources),280.0,0.41,56.0,1.0,0.0,0.0,0.0,1.0,53.0,6.71,4.67,12.33,8.1,231.4,52.6
8211,RAC,real,See Table 3 (compiled sources),210.0,0.51,28.0,1.0,0.0,0.0,0.0,1.0,30.0,3.77,2.4,20.08,6.1,176.2,33.5
8212,RAC,real,See Table 3 (compiled sources),500.0,0.35,28.0,1.0,0.0,0.0,0.0,1.0,61.0,6.96,5.46,12.08,7.7,412.5,82.7
8213,RAC,real,See Table 3 (compiled sources),450.0,0.42,56.0,2.0,0.0,0.0,0.0,2.0,60.4,6.76,5.53,13.33,7.7,362.1,82.8
8214,RAC,real,See Table 3 (compiled sources),450.0,0.43,28.0,2.0,0.0,0.0,0.0,2.0,56.1,6.67,4.83,13.86,7.7,365.0,76.2
8215,RAC,real,"Hoang 2024, Mathematics (Ref 9)",168.0,1.095,91.0,100.0,0.0,0.0,0.0,100.0,37.6,4.61,3.35,30.0,2.3,80.0,15.0
8216,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.53,28.0,50.0,0.0,0.0,0.0,50.0,41.0,5.04,3.45,24.21,4.9,269.0,49.7
8217,RAC,real,See Table 3 (compiled sources),210.0,0.57,56.0,2.0,0.0,0.0,0.0,2.0,46.3,5.92,4.06,18.74,6.4,176.5,47.0
8218,RAC,real,See Table 3 (compiled sources),350.0,0.4,3.0,2.0,0.0,0.0,0.0,2.0,37.9,4.4,3.55,16.73,6.5,286.8,54.6
8219,RAC,real,See Table 3 (compiled sources),210.0,0.56,28.0,1.0,0.0,0.0,0.0,1.0,37.2,3.84,3.26,22.19,5.6,168.0,41.3
8220,RAC,real,See Table 3 (compiled sources),380.0,0.43,28.0,100.0,0.0,0.0,0.0,100.0,37.0,3.81,3.19,24.52,5.2,232.9,40.3
8221,RAC,real,"Mahmoudian, Bypour & Kontoni 2024, Asian J. Civil Eng. (Ref 45)",350.0,0.5,28.0,49.2,0.0,0.0,0.0,49.2,25.5,3.15,1.99,23.58,4.7,245.2,46.0
8222,RAC,real,See Table 3 (compiled sources),450.0,0.35,28.0,1.0,0.0,0.0,0.0,1.0,64.1,7.73,5.62,10.76,8.7,367.5,73.5
8223,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.52,28.0,50.0,0.0,0.0,0.0,50.0,35.4,4.29,3.11,22.64,4.8,271.9,54.2
8224,RAC,real,See Table 3 (compiled sources),300.0,0.53,3.0,1.0,0.0,0.0,0.0,1.0,24.4,2.75,2.41,22.76,4.6,252.1,49.3
8225,RCWTB_FreezeThaw,augmented_literature_based,This study (synthetic augmentation),489.9,0.335,56.0,31.2,12.0,0.0,0.0,43.2,66.8,8.32,5.57,10.4,9.8,369.9,75.1
8226,RAC,real,See Table 3 (compiled sources),280.0,0.57,56.0,1.0,0.0,0.0,0.0,1.0,49.9,5.83,4.34,18.03,6.4,226.3,57.7
8227,Ceramic,augmented_literature_based,This study (synthetic augmentation),357.3,0.471,7.0,30.7,0.0,12.1,0.0,42.8,50.8,6.36,4.62,19.3,6.9,264.9,47.7
8228,RAC,real,See Table 3 (compiled sources),500.0,0.33,28.0,1.0,0.0,0.0,0.0,1.0,63.3,7.81,5.3,9.56,9.0,409.0,83.6
8229,RAC,real,See Table 3 (compiled sources),410.0,0.549,7.0,0.0,0.0,0.0,0.0,0.0,30.6,4.12,2.71,24.04,4.7,335.2,57.3
8230,RAC,real,See Table 3 (compiled sources),350.0,0.48,28.0,63.5,0.0,0.0,0.0,63.5,44.7,4.81,3.99,21.73,6.0,229.7,50.1
8231,RAC,real,See Table 3 (compiled sources),450.0,0.42,3.0,1.0,0.0,0.0,0.0,1.0,33.3,3.94,2.86,19.16,6.5,367.3,64.1
8232,RAC,real,See Table 3 (compiled sources),280.0,0.41,56.0,2.0,0.0,0.0,0.0,2.0,58.2,6.6,5.34,11.73,8.1,225.0,54.7
8233,RAC,real,See Table 3 (compiled sources),400.0,0.52,90.0,5.9,0.0,0.0,0.0,5.9,38.3,4.74,3.6,18.14,6.7,327.6,54.6
8234,RAC,real,See Table 3 (compiled sources),275.0,0.589,28.0,100.0,0.0,0.0,0.0,100.0,59.0,7.04,5.52,28.75,3.5,135.4,29.3
8235,RAC,real,See Table 3 (compiled sources),380.0,0.84,28.0,20.0,0.0,0.0,0.0,20.0,19.0,2.3,1.75,30.0,3.0,294.3,47.3
8236,RAC,real,See Table 3 (compiled sources),450.0,0.43,28.0,2.0,0.0,0.0,0.0,2.0,56.1,6.68,4.92,14.6,7.0,369.5,78.1
8237,RAC,real,See Table 3 (compiled sources),320.0,0.55,14.0,0.0,0.0,0.0,0.0,0.0,32.0,3.35,2.99,23.12,5.1,257.3,48.7
8238,RAC,real,See Table 3 (compiled sources),500.0,0.4924,3.0,8.3,0.0,0.0,0.0,8.3,26.8,3.18,1.92,22.07,5.3,402.3,69.5
8239,RAC,real,"Hoang 2024, Mathematics (Ref 9)",253.0,0.763,7.0,100.0,0.0,0.0,0.0,100.0,23.9,2.51,2.24,30.0,2.9,114.0,24.6
8240,Combined,augmented_literature_based,This study (synthetic augmentation),486.1,0.339,56.0,26.8,6.3,11.4,6.9,51.4,63.0,7.39,5.51,11.28,9.9,356.8,66.9
8241,RAC,real,See Table 3 (compiled sources),380.0,0.61,28.0,60.0,0.0,0.0,0.0,60.0,35.0,4.25,2.99,28.62,4.1,257.5,45.1
8242,Plastic,augmented_literature_based,This study (synthetic augmentation),472.4,0.488,90.0,25.8,0.0,0.0,14.0,39.8,49.9,5.83,4.81,17.46,7.2,359.4,71.9
8243,RAC,real,See Table 3 (compiled sources),300.0,0.58,3.0,1.0,0.0,0.0,0.0,1.0,25.0,2.98,2.26,23.93,4.6,246.4,41.9
8244,RAC,real,See Table 3 (compiled sources),413.0,0.528,28.0,23.3,0.0,0.0,0.0,23.3,50.0,5.73,4.29,21.57,5.9,314.3,67.6
8245,RAC,real,See Table 3 (compiled sources),350.0,0.34,3.0,1.0,0.0,0.0,0.0,1.0,29.2,3.81,2.52,16.13,6.8,288.5,59.5
8246,RAC,real,See Table 3 (compiled sources),350.0,0.37,56.0,1.0,0.0,0.0,0.0,1.0,61.2,7.23,5.5,9.93,9.0,290.7,68.8
8247,RAC,real,See Table 3 (compiled sources),400.0,0.43,28.0,2.0,0.0,0.0,0.0,2.0,59.0,7.56,4.89,14.24,7.5,330.9,72.2
8248,RCWTB,augmented_literature_based,This study (synthetic augmentation),378.6,0.534,7.0,35.4,16.9,0.0,0.0,52.3,49.8,6.59,4.3,20.34,6.8,269.6,56.6
8249,RCWTB,augmented_literature_based,This study (synthetic augmentation),397.7,0.335,28.0,43.7,15.0,0.0,0.0,58.7,59.6,7.63,5.36,12.7,8.4,275.3,56.7
8250,RAC,real,See Table 3 (compiled sources),210.0,0.58,56.0,2.0,0.0,0.0,0.0,2.0,41.9,5.06,3.86,20.26,5.9,165.4,41.2
8251,RAC,real,See Table 3 (compiled sources),280.0,0.44,28.0,2.0,0.0,0.0,0.0,2.0,45.1,5.56,4.1,13.97,7.2,222.7,47.8
8252,RAC,real,"Hoang 2024, Mathematics (Ref 9)",305.0,0.398,90.0,100.0,0.0,0.0,0.0,100.0,23.0,2.34,2.25,22.17,6.6,159.4,19.7
8253,RAC,real,See Table 3 (compiled sources),500.0,0.34,28.0,2.0,0.0,0.0,0.0,2.0,60.4,7.45,5.37,10.17,8.6,407.3,82.6
8254,RAC,real,See Table 3 (compiled sources),454.5,0.277227723,3.0,0.0,0.0,0.0,0.0,0.0,44.7,4.82,4.09,10.97,8.0,378.9,73.7
8255,RAC,real,See Table 3 (compiled sources),350.0,0.33,56.0,2.0,0.0,0.0,0.0,2.0,69.8,8.42,6.0,8.26,9.1,284.1,71.0
8256,RAC,real,See Table 3 (compiled sources),450.0,0.43,56.0,2.0,0.0,0.0,0.0,2.0,61.0,7.56,5.54,12.61,8.3,378.5,78.4
8257,RAC,real,See Table 3 (compiled sources),350.0,0.4,28.0,2.0,0.0,0.0,0.0,2.0,63.9,8.05,5.83,12.42,7.8,282.5,68.4
8258,Ceramic,augmented_literature_based,This study (synthetic augmentation),440.3,0.419,90.0,32.0,0.0,24.3,0.0,56.3,65.4,7.34,5.91,10.96,9.9,315.1,65.8
8259,RAC,real,See Table 3 (compiled sources),280.0,0.42,28.0,1.0,0.0,0.0,0.0,1.0,48.8,5.74,4.3,14.6,7.5,225.7,55.6
8260,RAC,real,See Table 3 (compiled sources),280.0,0.4,3.0,1.0,0.0,0.0,0.0,1.0,25.3,2.93,2.01,15.91,6.6,229.9,43.6
8261,RAC,real,See Table 3 (compiled sources),450.0,0.43,56.0,2.0,0.0,0.0,0.0,2.0,61.0,7.28,5.72,12.62,8.1,367.4,76.9
8262,RAC,real,See Table 3 (compiled sources),410.0,0.549,90.0,0.0,0.0,0.0,0.0,0.0,56.6,6.82,5.08,15.36,7.5,342.1,72.4
8263,RAC,real,See Table 3 (compiled sources),550.0,0.3,28.0,100.0,0.0,0.0,0.0,100.0,59.4,6.69,5.06,17.86,6.9,365.2,67.8
8264,RAC,real,See Table 3 (compiled sources),165.0,1.042,28.0,100.0,0.0,0.0,0.0,100.0,10.0,2.0,1.5,30.0,1.8,80.0,15.0
8265,RCWTB,augmented_literature_based,This study (synthetic augmentation),329.1,0.44,56.0,47.3,9.9,0.0,0.0,57.2,55.8,6.48,4.77,16.96,7.8,226.1,43.5
8266,RAC,real,See Table 3 (compiled sources),380.0,0.61,28.0,40.0,0.0,0.0,0.0,40.0,37.0,4.05,3.34,26.76,4.1,276.0,56.2
8267,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,100.0,0.0,0.0,0.0,100.0,43.4,5.18,3.96,23.98,4.9,210.6,33.3
8268,RAC,real,See Table 3 (compiled sources),280.0,0.4,28.0,1.0,0.0,0.0,0.0,1.0,47.9,6.26,3.92,14.3,7.3,234.8,52.7
8269,RCWTB,augmented_literature_based,This study (synthetic augmentation),358.6,0.334,90.0,41.3,19.4,0.0,0.0,60.7,72.6,8.71,6.0,7.12,10.0,241.2,56.9
8270,RAC,real,See Table 3 (compiled sources),509.0,0.434,28.0,100.0,0.0,0.0,0.0,100.0,37.0,4.45,3.37,25.06,4.8,324.7,52.5
8271,RAC,real,See Table 3 (compiled sources),280.0,0.4,28.0,1.0,0.0,0.0,0.0,1.0,44.7,4.95,4.39,14.86,7.2,224.0,48.5
8272,RAC,real,See Table 3 (compiled sources),300.0,0.68,28.0,91.1,0.0,0.0,0.0,91.1,29.2,4.938870968,3.651791045,30.0,3.5,167.8,23.4
8273,RAC,real,See Table 3 (compiled sources),210.0,0.55,56.0,1.0,0.0,0.0,0.0,1.0,44.8,5.18,4.04,18.75,6.3,166.2,36.5
8274,RAC,real,See Table 3 (compiled sources),280.0,0.46,56.0,1.0,0.0,0.0,0.0,1.0,49.3,6.18,4.39,14.29,7.9,226.6,55.2
8275,RAC,real,See Table 3 (compiled sources),380.0,0.4,28.0,0.0,0.0,0.0,0.0,0.0,45.0,5.92,4.22,14.11,7.2,316.6,66.7
8276,RAC,real,See Table 3 (compiled sources),210.0,0.6,56.0,1.0,0.0,0.0,0.0,1.0,38.8,4.31,3.42,22.61,4.9,168.4,41.5
8277,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.57,28.0,50.0,0.0,0.0,0.0,50.0,44.7,5.37,4.23,24.35,5.1,264.9,55.6
8278,RAC,real,See Table 3 (compiled sources),350.0,0.34,3.0,2.0,0.0,0.0,0.0,2.0,33.3,3.89,3.22,15.09,6.8,281.6,55.3
8279,RAC,real,See Table 3 (compiled sources),537.0,0.41,3.0,60.0,0.0,0.0,0.0,60.0,33.6,3.82,2.57,21.93,6.2,381.0,63.8
8280,RAC,real,See Table 3 (compiled sources),500.0,0.34,56.0,2.0,0.0,0.0,0.0,2.0,72.9,8.32,6.0,8.0,8.8,407.2,89.0
8281,RAC,real,See Table 3 (compiled sources),500.0,0.33,28.0,1.0,0.0,0.0,0.0,1.0,63.3,7.58,5.83,11.01,7.8,409.7,88.5
8282,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.45,28.0,64.0,0.0,0.0,0.0,64.0,44.8,5.17,4.24,21.49,5.9,248.1,53.3
8283,RAC,real,"Hoang 2024, Mathematics (Ref 9)",350.0,0.36,7.0,50.0,0.0,0.0,0.0,50.0,20.0,2.39,2.28,22.6,5.4,239.3,36.0
8284,RCWTB,augmented_literature_based,This study (synthetic augmentation),496.7,0.36,7.0,45.6,18.2,0.0,0.0,63.8,62.5,7.2,5.92,13.74,8.6,345.4,67.3
8285,RAC,real,See Table 3 (compiled sources),210.0,0.5,28.0,2.0,0.0,0.0,0.0,2.0,41.2,4.8,3.7,18.46,6.5,168.7,47.8
8286,RAC,real,See Table 3 (compiled sources),380.0,0.3,28.0,100.0,0.0,0.0,0.0,100.0,57.1,6.54,5.22,19.0,7.3,217.7,39.2
8287,RAC,real,See Table 3 (compiled sources),455.0,0.264,28.0,0.0,0.0,0.0,0.0,0.0,84.2,9.0,6.0,4.43,9.2,370.9,91.6
8288,RCWTB,augmented_literature_based,This study (synthetic augmentation),508.0,0.56,56.0,39.5,15.5,0.0,0.0,55.0,49.7,6.1,4.49,22.26,6.8,369.0,65.0
8289,RAC,real,See Table 3 (compiled sources),340.0,0.53,56.0,2.0,0.0,0.0,0.0,2.0,49.6,5.94,4.65,16.78,6.5,282.9,57.2
8290,RAC,real,See Table 3 (compiled sources),350.0,0.37,3.0,1.0,0.0,0.0,0.0,1.0,29.2,3.32,2.57,15.03,6.8,287.8,55.0
8291,Ceramic,augmented_literature_based,This study (synthetic augmentation),348.3,0.516,7.0,42.9,0.0,18.0,0.0,60.9,47.8,5.68,4.11,20.95,7.0,228.6,47.4
8292,RAC,real,See Table 3 (compiled sources),300.0,0.58,28.0,1.0,0.0,0.0,0.0,1.0,41.2,5.1,3.46,20.15,5.7,244.7,47.9
8293,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.41,28.0,45.0,0.0,0.0,0.0,45.0,52.6,6.5,4.81,17.87,6.3,268.3,54.6
8294,RCWTB_FreezeThaw,augmented_literature_based,This study (synthetic augmentation),408.4,0.513,28.0,41.6,13.4,0.0,0.0,55.0,50.8,6.15,4.37,19.94,6.4,291.7,60.7
8295,RAC,real,See Table 3 (compiled sources),380.0,0.55,28.0,20.0,0.0,0.0,0.0,20.0,45.3,6.24,4.05,22.91,5.0,297.7,59.3
8296,RAC,real,See Table 3 (compiled sources),461.0,0.52,7.0,0.0,0.0,0.0,0.0,0.0,18.5,2.85,1.72,21.39,5.1,379.0,63.0
8297,RAC,real,See Table 3 (compiled sources),500.0,0.35,3.0,1.0,0.0,0.0,0.0,1.0,41.3,5.53,4.05,15.89,7.1,402.3,70.1
8298,RAC,real,See Table 3 (compiled sources),400.0,0.45,1.0,49.3,0.0,0.0,0.0,49.3,21.1,2.78,2.0,26.1,4.7,287.2,42.1
8299,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.49,28.0,50.0,0.0,0.0,0.0,50.0,30.6,3.79,2.62,22.88,5.2,270.8,41.8
8300,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.65,28.0,0.0,0.0,0.0,0.0,0.0,30.4,3.1,2.71,25.04,4.1,315.5,47.9
8301,RAC,real,See Table 3 (compiled sources),210.0,0.58,3.0,1.0,0.0,0.0,0.0,1.0,17.4,2.0,1.5,27.08,3.9,174.3,32.0
8302,RCWTB,augmented_literature_based,This study (synthetic augmentation),496.3,0.482,14.0,23.7,12.6,0.0,0.0,36.3,50.8,5.71,4.42,17.68,7.3,380.8,71.1
8303,RAC,real,See Table 3 (compiled sources),210.0,0.57,3.0,2.0,0.0,0.0,0.0,2.0,15.9,2.0,1.71,25.66,4.7,169.2,24.2
8304,RAC,real,See Table 3 (compiled sources),400.0,0.4,28.0,20.0,0.0,0.0,0.0,20.0,69.6,8.39,6.0,12.76,7.3,311.7,76.6
8305,Plastic,augmented_literature_based,This study (synthetic augmentation),478.7,0.388,7.0,21.7,0.0,0.0,12.5,34.2,48.0,5.23,4.39,16.4,6.8,365.7,66.4
8306,RAC,real,See Table 3 (compiled sources),467.4,0.42,90.0,0.0,0.0,0.0,0.0,0.0,34.9,4.42,3.04,14.98,7.7,371.0,68.1
8307,Plastic,augmented_literature_based,This study (synthetic augmentation),489.2,0.465,14.0,44.6,0.0,0.0,8.7,53.3,40.7,5.0,3.42,21.68,5.5,351.9,61.7
8308,RAC,real,See Table 3 (compiled sources),210.0,0.53,56.0,1.0,0.0,0.0,0.0,1.0,44.2,5.56,3.98,17.83,6.0,167.3,40.3
8309,RAC,real,See Table 3 (compiled sources),210.0,0.54,28.0,1.0,0.0,0.0,0.0,1.0,33.8,4.61,3.16,20.61,5.7,168.2,38.8
8310,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.63,28.0,100.0,0.0,0.0,0.0,100.0,41.1,5.11,3.47,30.0,3.8,222.4,37.3
8311,RAC,real,See Table 3 (compiled sources),350.0,0.33,56.0,1.0,0.0,0.0,0.0,1.0,55.0,6.6,4.79,11.06,8.6,286.5,60.6
8312,RAC,real,"Mahmoudian, Bypour & Kontoni 2024, Asian J. Civil Eng. (Ref 45)",454.5,0.2926292629262926,28.0,100.0,0.0,0.0,0.0,100.0,83.3,9.0,6.0,14.27,7.8,277.7,64.1
8313,RAC,real,See Table 3 (compiled sources),210.0,0.51,56.0,1.0,0.0,0.0,0.0,1.0,34.7,4.04,3.08,16.97,7.1,163.9,37.0
8314,Plastic,real,See Table 3 (compiled sources),430.0,0.453,28.0,20.0,0.0,0.0,0.0,20.0,32.2,3.66,2.64,19.41,6.9,338.5,56.1
8315,RAC,real,See Table 3 (compiled sources),210.0,0.52,56.0,2.0,0.0,0.0,0.0,2.0,45.1,5.17,3.79,17.4,6.4,166.7,35.6
8316,RAC,real,See Table 3 (compiled sources),380.0,0.45,28.0,100.0,0.0,0.0,0.0,100.0,42.0,5.2,3.73,26.04,5.0,224.7,46.1
8317,RAC,real,See Table 3 (compiled sources),450.0,0.42,3.0,2.0,0.0,0.0,0.0,2.0,34.3,4.12,3.0,18.31,6.4,364.4,67.0
8318,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.65,28.0,0.0,0.0,0.0,0.0,0.0,21.8,2.54,2.17,25.32,4.6,303.1,54.8
8319,RAC,real,See Table 3 (compiled sources),243.0,0.7,3.0,100.0,0.0,0.0,0.0,100.0,19.6,2.82,1.62,30.0,2.9,106.4,15.0
8320,RAC,real,See Table 3 (compiled sources),500.0,0.36,7.0,0.0,0.0,0.0,0.0,0.0,40.6,5.45,3.65,14.4,7.6,407.4,75.5
8321,RAC,real,See Table 3 (compiled sources),280.0,0.42,56.0,1.0,0.0,0.0,0.0,1.0,53.4,6.2,4.7,13.55,7.5,226.0,56.3
8322,RAC,real,See Table 3 (compiled sources),360.0,0.58,28.0,2.0,0.0,0.0,0.0,2.0,45.4,5.05,4.5,20.44,5.5,288.2,66.6
8323,RAC,real,See Table 3 (compiled sources),485.0,0.34,28.0,55.5,0.0,0.0,0.0,55.5,65.4,4.938870968,3.651791045,14.15,7.3,353.7,72.9
8324,RAC,real,See Table 3 (compiled sources),300.0,0.56,56.0,2.0,0.0,0.0,0.0,2.0,49.4,5.81,4.33,19.8,6.3,245.5,53.4
8325,Ceramic,augmented_literature_based,This study (synthetic augmentation),341.2,0.306,14.0,25.9,0.0,23.0,0.0,48.9,68.5,7.96,6.0,9.68,10.0,239.2,54.4
8326,RAC,real,See Table 3 (compiled sources),350.0,0.4,3.0,2.0,0.0,0.0,0.0,2.0,37.9,5.09,3.45,16.19,6.3,278.5,50.5
8327,RAC,real,See Table 3 (compiled sources),210.0,0.6,28.0,1.0,0.0,0.0,0.0,1.0,31.7,3.45,2.87,24.28,4.9,175.2,46.6
8328,RAC,real,See Table 3 (compiled sources),500.0,0.36,7.0,0.0,0.0,0.0,0.0,0.0,41.2,5.29,4.1,15.63,7.2,408.1,72.2
8329,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.86,28.0,100.0,0.0,0.0,0.0,100.0,21.8,3.15,2.21,30.0,2.9,220.5,30.4
8330,RAC,real,"Mahmoudian, Bypour & Kontoni 2024, Asian J. Civil Eng. (Ref 45)",400.0,0.5,28.0,0.0,0.0,0.0,0.0,0.0,55.8,6.7,5.37,16.27,7.0,334.7,68.6
8331,RAC,real,See Table 3 (compiled sources),349.2,0.332,56.0,30.0,0.0,0.0,0.0,30.0,43.5,4.91,3.76,13.74,8.1,259.5,55.7
8332,RAC,real,See Table 3 (compiled sources),375.0,0.43,28.0,9.1,0.0,0.0,0.0,9.1,31.0,3.34,2.97,17.6,6.4,293.3,53.8
8333,RAC,real,See Table 3 (compiled sources),210.0,0.54,3.0,2.0,0.0,0.0,0.0,2.0,17.5,2.0,1.5,23.34,4.7,172.6,25.6
8334,Ceramic,augmented_literature_based,This study (synthetic augmentation),377.3,0.551,90.0,34.0,0.0,21.3,0.0,55.3,55.2,7.17,4.55,17.96,8.2,264.9,56.7
8335,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,80.0,0.0,0.0,0.0,80.0,25.1,2.6,2.3,26.34,4.6,246.7,35.5
8336,Ceramic,augmented_literature_based,This study (synthetic augmentation),415.7,0.546,56.0,46.1,0.0,19.1,0.0,65.2,49.4,5.55,4.68,19.05,7.4,288.8,50.5
8337,RAC,real,"Hoang 2024, Mathematics (Ref 9)",197.0,0.423,180.0,25.0,0.0,0.0,0.0,25.0,38.8,5.04,3.5,11.18,9.4,133.8,35.1
8338,Ceramic,augmented_literature_based,This study (synthetic augmentation),339.5,0.342,90.0,30.7,0.0,21.6,0.0,52.3,67.7,8.23,6.0,7.15,10.0,236.3,54.2
8339,RAC,real,See Table 3 (compiled sources),340.0,0.53,3.0,2.0,0.0,0.0,0.0,2.0,25.2,3.38,2.3,23.44,4.9,278.2,50.0
8340,RCWTB,augmented_literature_based,This study (synthetic augmentation),490.3,0.533,7.0,49.3,18.2,0.0,0.0,67.5,48.8,5.7,4.48,20.86,6.3,346.9,63.1
8341,RAC,real,See Table 3 (compiled sources),210.0,0.59,3.0,1.0,0.0,0.0,0.0,1.0,15.8,2.0,1.5,26.8,4.1,168.7,31.4
8342,RAC,real,See Table 3 (compiled sources),400.0,0.519,56.0,15.1,0.0,0.0,0.0,15.1,41.6,5.0,3.83,18.01,6.3,314.4,60.0
8343,RAC,real,See Table 3 (compiled sources),450.0,0.35,3.0,1.0,0.0,0.0,0.0,1.0,45.4,5.25,4.05,14.09,7.0,359.0,68.4
8344,RAC,real,See Table 3 (compiled sources),413.0,0.412,28.0,100.0,0.0,0.0,0.0,100.0,53.0,6.33,4.99,21.29,6.0,257.8,46.1
8345,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.65,28.0,25.0,0.0,0.0,0.0,25.0,18.5,2.25,1.5,27.26,4.3,283.7,42.5
8346,Ceramic,augmented_literature_based,This study (synthetic augmentation),477.1,0.424,90.0,48.5,0.0,7.8,0.0,56.3,62.7,7.7,6.0,15.9,8.0,331.8,64.2
8347,RAC,real,See Table 3 (compiled sources),350.0,0.5,28.0,29.0,0.0,0.0,0.0,29.0,36.7,4.53,3.17,21.54,6.2,262.6,49.3
8348,RAC,real,See Table 3 (compiled sources),210.0,0.57,3.0,1.0,0.0,0.0,0.0,1.0,16.5,2.0,2.28,24.6,4.6,168.0,31.6
8349,RAC,real,See Table 3 (compiled sources),500.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,62.5,7.8,5.98,9.58,8.4,403.8,87.6
8350,RCWTB,augmented_literature_based,This study (synthetic augmentation),439.1,0.481,7.0,34.1,9.6,0.0,0.0,43.7,50.7,6.2,4.71,18.89,6.8,318.5,60.5
8351,RAC,real,See Table 3 (compiled sources),537.0,0.409683426,28.0,15.0,0.0,0.0,0.0,15.0,43.2,4.32,4.25,15.95,6.9,420.0,86.6
8352,RAC,real,See Table 3 (compiled sources),350.0,0.41,28.0,1.0,0.0,0.0,0.0,1.0,61.4,7.18,5.99,12.06,7.6,277.2,61.7
8353,RAC,real,See Table 3 (compiled sources),500.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,65.8,7.21,6.0,8.31,9.1,410.6,86.7
8354,Combined,augmented_literature_based,This study (synthetic augmentation),333.3,0.528,90.0,24.1,9.4,14.0,7.3,54.8,58.6,7.34,5.21,16.53,9.1,230.1,55.2
8355,RAC,real,See Table 3 (compiled sources),210.0,0.58,3.0,2.0,0.0,0.0,0.0,2.0,16.3,2.37,1.56,24.85,4.3,167.5,37.9
8356,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.52,28.0,100.0,0.0,0.0,0.0,100.0,41.5,4.95,3.56,27.25,4.3,221.8,35.2
8357,RAC,real,See Table 3 (compiled sources),400.0,0.47,28.0,59.5,0.0,0.0,0.0,59.5,48.0,6.8,3.6,20.67,5.8,278.5,45.6
8358,Ceramic,real,See Table 3 (compiled sources),550.0,0.35,28.0,0.0,0.0,40.0,0.0,40.0,37.8,4.4,3.69,12.59,10.0,420.0,75.4
8359,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.41,28.0,15.0,0.0,0.0,0.0,15.0,43.2,4.64,3.97,16.58,6.9,297.8,58.4
8360,RAC,real,See Table 3 (compiled sources),400.0,0.44,56.0,1.0,0.0,0.0,0.0,1.0,56.5,6.99,5.24,12.86,7.8,326.4,78.1
8361,RCWTB,augmented_literature_based,This study (synthetic augmentation),425.6,0.407,56.0,43.9,8.5,0.0,0.0,52.4,61.7,7.64,5.43,14.98,8.4,309.0,57.3
8362,RAC,real,See Table 3 (compiled sources),454.5,0.277227723,90.0,0.0,0.0,0.0,0.0,0.0,89.9,9.0,6.0,2.04,10.0,375.9,91.6
8363,RAC,real,See Table 3 (compiled sources),325.0,0.378461538,28.0,60.0,0.0,0.0,0.0,60.0,54.4,6.98,4.84,17.09,7.0,214.8,43.3
8364,RAC,real,See Table 3 (compiled sources),500.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,62.5,7.55,5.91,10.56,8.5,410.0,89.7
8365,RAC,real,See Table 3 (compiled sources),400.0,0.42,28.0,1.0,0.0,0.0,0.0,1.0,58.5,6.78,5.22,15.33,6.7,326.6,75.0
